測站,日期,小時,PM2.5_Value,PM25_Lag_1h,PM25_Lag_2h,PM25_Lag_24h
中正站,2018/12/31,2,6,5,7,4
中正站,2018/12/31,3,5,6,5,2
中正站,2018/12/31,4,3,5,6,1
中正站,2018/12/31,5,1,3,5,1
中正站,2018/12/31,6,1,1,3,6
中正站,2018/12/31,7,6,1,1,5
中正站,2018/12/31,8,4,6,1,6
中正站,2018/12/31,9,2,4,6,5
中正站,2018/12/31,10,3,2,4,7
中正站,2018/12/31,11,4,3,2,7
中正站,2018/12/31,12,2,4,3,7
中正站,2018/12/31,13,7,2,4,7
中正站,2018/12/31,14,2,7,2,5
中正站,2018/12/31,15,1,2,7,2
中正站,2018/12/31,16,2,1,2,2
中正站,2018/12/31,17,1,2,1,4
中正站,2018/12/31,18,1,1,2,5
中正站,2018/12/31,19,5,1,1,7
中正站,2018/12/31,20,6,5,1,6
中正站,2018/12/31,21,4,6,5,3
中正站,2018/12/31,22,1,4,6,10
中正站,2018/12/31,23,1,1,4,8
信義站,2018/11/2,6,6,7,7,15
信義站,2018/11/2,7,10,6,7,16
信義站,2018/11/2,8,10,10,6,15
信義站,2018/11/2,9,6,10,10,16
信義站,2018/11/2,10,10,6,10,16
信義站,2018/11/2,11,8,10,6,24
信義站,2018/11/2,12,11,8,10,22
信義站,2018/11/2,13,9,11,8,10
信義站,2018/11/2,14,7,9,11,12
信義站,2018/11/2,15,7,7,9,7
信義站,2018/11/2,17,8,7,7,11
信義站,2018/11/2,18,6,8,7,8
信義站,2018/11/2,19,5,6,8,9
信義站,2018/11/2,20,4,5,6,11
信義站,2018/11/2,21,5,4,5,4
信義站,2018/11/2,22,5,5,4,9
信義站,2018/11/2,23,6,5,5,7
信義站,2018/11/3,0,2,6,5,5
信義站,2018/11/3,1,0,2,6,3
信義站,2018/11/3,2,4,0,2,2
信義站,2018/11/3,3,4,4,0,4
信義站,2018/11/3,4,1,4,4,6
信義站,2018/11/3,5,0,1,4,7
信義站,2018/11/3,6,1,0,1,7
信義站,2018/11/3,7,4,1,0,6
信義站,2018/11/3,8,5,4,1,10
信義站,2018/11/3,9,6,5,4,10
信義站,2018/11/3,10,6,6,5,6
信義站,2018/11/3,11,5,6,6,10
信義站,2018/11/3,13,17,5,6,8
信義站,2018/11/3,14,14,17,5,11
信義站,2018/11/3,15,9,14,17,9
信義站,2018/11/3,16,6,9,14,7
信義站,2018/11/3,17,5,6,9,7
信義站,2018/11/3,18,8,5,6,8
信義站,2018/11/3,20,14,8,5,6
信義站,2018/11/3,21,12,14,8,5
信義站,2018/11/3,22,10,12,14,4
信義站,2018/11/3,23,17,10,12,5
信義站,2018/11/4,0,10,17,10,5
信義站,2018/11/4,1,6,10,17,6
信義站,2018/11/4,2,6,6,10,2
信義站,2018/11/4,3,3,6,6,0
信義站,2018/11/4,4,2,3,6,4
信義站,2018/11/4,5,4,2,3,4
信義站,2018/11/4,6,4,4,2,1
信義站,2018/11/4,7,3,4,4,0
信義站,2018/11/4,8,9,3,4,1
信義站,2018/11/4,9,9,9,3,4
信義站,2018/11/4,10,9,9,9,5
信義站,2018/11/4,11,8,9,9,6
信義站,2018/11/4,13,6,8,9,6
信義站,2018/11/4,14,4,6,8,5
信義站,2018/11/4,15,3,4,6,17
信義站,2018/11/4,16,4,3,4,14
信義站,2018/11/4,17,5,4,3,9
信義站,2018/11/4,18,5,5,4,6
信義站,2018/11/4,19,12,5,5,5
信義站,2018/11/4,20,8,12,5,8
信義站,2018/11/4,21,9,8,12,14
信義站,2018/11/4,22,6,9,8,12
信義站,2018/11/4,23,3,6,9,10
信義站,2018/11/5,0,0,3,6,17
信義站,2018/11/5,1,0,0,3,10
信義站,2018/11/5,2,0,0,0,6
信義站,2018/11/5,3,0,0,0,6
信義站,2018/11/5,4,1,0,0,3
信義站,2018/11/5,5,5,1,0,2
信義站,2018/11/5,6,3,5,1,4
信義站,2018/11/5,7,0,3,5,4
信義站,2018/11/5,8,0,0,3,3
信義站,2018/11/5,9,6,0,0,9
信義站,2018/11/5,10,3,6,0,9
信義站,2018/11/5,11,8,3,6,9
信義站,2018/11/5,12,7,8,3,8
信義站,2018/11/5,13,3,7,8,6
信義站,2018/11/5,14,3,3,7,4
信義站,2018/11/5,15,4,3,3,3
信義站,2018/11/5,16,4,4,3,4
信義站,2018/11/5,17,5,4,4,5
信義站,2018/11/5,18,6,5,4,5
信義站,2018/11/5,19,6,6,5,12
信義站,2018/11/5,20,8,6,6,8
信義站,2018/11/5,21,6,8,6,9
信義站,2018/11/5,22,5,6,8,6
信義站,2018/11/5,23,7,5,6,3
信義站,2018/11/6,0,5,7,5,0
信義站,2018/11/6,1,5,5,7,0
信義站,2018/11/6,2,9,5,5,0
信義站,2018/11/6,3,8,9,5,0
信義站,2018/11/6,4,5,8,9,1
信義站,2018/11/6,5,6,5,8,5
信義站,2018/11/6,6,4,6,5,3
信義站,2018/11/6,7,2,4,6,0
信義站,2018/11/6,8,6,2,4,0
信義站,2018/11/6,10,4,6,2,6
信義站,2018/11/6,11,1,4,6,3
信義站,2018/11/6,12,0,1,4,8
信義站,2018/11/6,13,0,0,1,7
信義站,2018/11/6,14,0,0,0,3
信義站,2018/11/6,15,0,0,0,3
信義站,2018/11/6,17,5,0,0,4
信義站,2018/11/6,18,5,5,0,4
信義站,2018/11/6,19,7,5,5,5
信義站,2018/11/6,20,5,7,5,6
信義站,2018/11/6,21,2,5,7,6
信義站,2018/11/6,22,2,2,5,8
信義站,2018/11/6,23,3,2,2,6
信義站,2018/11/7,0,4,3,2,5
信義站,2018/11/7,1,4,4,3,7
信義站,2018/11/7,2,4,4,4,5
信義站,2018/11/7,3,4,4,4,5
信義站,2018/11/7,4,4,4,4,9
信義站,2018/11/7,5,3,4,4,8
信義站,2018/11/7,6,3,3,4,5
信義站,2018/11/7,7,2,3,3,6
信義站,2018/11/7,8,5,2,3,4
信義站,2018/11/7,9,5,5,2,2
信義站,2018/11/7,10,6,5,5,6
信義站,2018/11/7,12,26,6,5,4
信義站,2018/11/7,13,27,26,6,1
信義站,2018/11/7,14,33,27,26,0
信義站,2018/11/7,15,11,33,27,0
信義站,2018/11/7,16,8,11,33,0
信義站,2018/11/7,17,8,8,11,0
信義站,2018/11/7,20,8,8,8,5
信義站,2018/11/7,21,6,8,8,5
信義站,2018/11/7,22,4,6,8,7
信義站,2018/11/7,23,6,4,6,5
信義站,2018/11/8,0,5,6,4,2
信義站,2018/11/8,1,5,5,6,2
信義站,2018/11/8,10,48,5,5,3
信義站,2018/11/8,11,44,48,5,4
信義站,2018/11/8,12,43,44,48,4
信義站,2018/11/8,13,51,43,44,4
信義站,2018/11/8,14,42,51,43,4
信義站,2018/11/8,15,43,42,51,4
信義站,2018/11/8,16,47,43,42,3
信義站,2018/11/8,17,43,47,43,3
信義站,2018/11/8,18,49,43,47,2
信義站,2018/11/8,19,41,49,43,5
信義站,2018/11/8,20,38,41,49,5
信義站,2018/11/9,0,33,38,41,6
信義站,2018/11/9,2,26,33,38,26
信義站,2018/11/9,4,19,26,33,27
信義站,2018/11/9,5,14,19,26,33
信義站,2018/11/9,6,10,14,19,11
信義站,2018/11/9,7,17,10,14,8
信義站,2018/11/9,8,19,17,10,8
信義站,2018/11/9,9,19,19,17,8
信義站,2018/11/9,10,15,19,19,6
信義站,2018/11/9,11,16,15,19,4
信義站,2018/11/9,12,12,16,15,6
信義站,2018/11/9,13,14,12,16,5
信義站,2018/11/9,14,17,14,12,5
信義站,2018/11/9,15,16,17,14,48
信義站,2018/11/9,16,22,16,17,44
信義站,2018/11/9,17,17,22,16,43
信義站,2018/11/9,18,17,17,22,51
信義站,2018/11/9,19,17,17,17,42
信義站,2018/11/9,20,25,17,17,43
信義站,2018/11/9,21,21,25,17,47
信義站,2018/11/9,22,22,21,25,43
信義站,2018/11/10,0,16,22,21,49
信義站,2018/11/10,1,19,16,22,41
信義站,2018/11/10,2,19,19,16,38
信義站,2018/11/10,3,17,19,19,33
信義站,2018/11/10,4,18,17,19,26
信義站,2018/11/10,5,17,18,17,19
信義站,2018/11/10,6,12,17,18,14
信義站,2018/11/10,7,14,12,17,10
信義站,2018/11/10,8,13,14,12,17
信義站,2018/11/10,9,8,13,14,19
信義站,2018/11/10,10,11,8,13,19
信義站,2018/11/10,11,10,11,8,15
信義站,2018/11/10,12,8,10,11,16
信義站,2018/11/10,13,5,8,10,12
信義站,2018/11/10,14,6,5,8,14
信義站,2018/11/10,15,12,6,5,17
信義站,2018/11/10,16,11,12,6,16
信義站,2018/11/10,17,13,11,12,22
信義站,2018/11/10,18,11,13,11,17
信義站,2018/11/10,19,8,11,13,17
信義站,2018/11/10,20,9,8,11,17
信義站,2018/11/10,21,14,9,8,25
信義站,2018/11/10,22,10,14,9,21
信義站,2018/11/10,23,8,10,14,22
信義站,2018/11/11,0,12,8,10,16
信義站,2018/11/11,1,9,12,8,19
信義站,2018/11/11,2,13,9,12,19
信義站,2018/11/11,3,9,13,9,17
信義站,2018/11/11,4,6,9,13,18
信義站,2018/11/11,5,5,6,9,17
信義站,2018/11/11,6,9,5,6,12
信義站,2018/11/11,7,7,9,5,14
信義站,2018/11/11,8,6,7,9,13
信義站,2018/11/11,9,11,6,7,8
信義站,2018/11/11,12,27,11,6,11
信義站,2018/11/11,13,28,27,11,10
信義站,2018/11/11,14,26,28,27,8
信義站,2018/11/11,15,28,26,28,5
信義站,2018/11/11,16,21,28,26,6
信義站,2018/11/11,17,27,21,28,12
信義站,2018/11/11,20,29,27,21,11
信義站,2018/11/11,21,26,29,27,13
信義站,2018/11/11,22,25,26,29,11
信義站,2018/11/12,0,17,25,26,8
信義站,2018/11/12,1,16,17,25,9
信義站,2018/11/12,2,17,16,17,14
信義站,2018/11/12,3,24,17,16,10
信義站,2018/11/12,4,19,24,17,8
信義站,2018/11/12,6,23,19,24,12
信義站,2018/11/12,7,24,23,19,9
信義站,2018/11/12,10,29,24,23,13
信義站,2018/11/12,11,30,29,24,9
信義站,2018/11/12,12,24,30,29,6
信義站,2018/11/12,13,27,24,30,5
信義站,2018/11/12,14,25,27,24,9
信義站,2018/11/12,15,24,25,27,7
信義站,2018/11/12,16,27,24,25,6
信義站,2018/11/12,17,28,27,24,11
信義站,2018/11/12,18,23,28,27,27
信義站,2018/11/12,19,13,23,28,28
信義站,2018/11/12,20,14,13,23,26
信義站,2018/11/12,21,10,14,13,28
信義站,2018/11/12,22,11,10,14,21
信義站,2018/11/12,23,9,11,10,27
信義站,2018/11/13,0,8,9,11,29
信義站,2018/11/13,1,7,8,9,26
信義站,2018/11/13,2,6,7,8,25
信義站,2018/11/13,3,7,6,7,17
信義站,2018/11/13,4,4,7,6,16
信義站,2018/11/13,5,7,4,7,17
信義站,2018/11/13,6,6,7,4,24
信義站,2018/11/13,7,5,6,7,19
信義站,2018/11/13,8,10,5,6,23
信義站,2018/11/13,9,12,10,5,24
信義站,2018/11/13,10,10,12,10,29
信義站,2018/11/13,11,11,10,12,30
信義站,2018/11/13,12,15,11,10,24
信義站,2018/11/13,13,11,15,11,27
信義站,2018/11/13,14,17,11,15,25
信義站,2018/11/13,15,16,17,11,24
信義站,2018/11/13,16,15,16,17,27
信義站,2018/11/13,17,10,15,16,28
信義站,2018/11/13,18,12,10,15,23
信義站,2018/11/13,19,12,12,10,13
信義站,2018/11/13,20,13,12,12,14
信義站,2018/11/13,21,10,13,12,10
信義站,2018/11/13,22,18,10,13,11
信義站,2018/11/13,23,12,18,10,9
信義站,2018/11/14,0,8,12,18,8
信義站,2018/11/14,1,9,8,12,7
信義站,2018/11/14,2,16,9,8,6
信義站,2018/11/14,3,14,16,9,7
信義站,2018/11/14,4,8,14,16,4
信義站,2018/11/14,5,14,8,14,7
信義站,2018/11/14,6,13,14,8,6
信義站,2018/11/14,7,11,13,14,5
信義站,2018/11/14,8,14,11,13,10
信義站,2018/11/14,9,10,14,11,12
信義站,2018/11/14,10,16,10,14,10
信義站,2018/11/14,11,15,16,10,11
信義站,2018/11/14,12,13,15,16,15
信義站,2018/11/14,13,11,13,15,11
信義站,2018/11/14,14,17,11,13,17
信義站,2018/11/14,15,15,17,11,16
信義站,2018/11/14,16,19,15,17,15
信義站,2018/11/14,17,15,19,15,10
信義站,2018/11/14,18,14,15,19,12
信義站,2018/11/14,19,13,14,15,12
信義站,2018/11/14,20,11,13,14,13
信義站,2018/11/14,21,13,11,13,10
信義站,2018/11/14,22,14,13,11,18
信義站,2018/11/14,23,16,14,13,12
信義站,2018/11/15,0,11,16,14,8
信義站,2018/11/15,1,11,11,16,9
信義站,2018/11/15,2,11,11,11,16
信義站,2018/11/15,3,11,11,11,14
信義站,2018/11/15,4,11,11,11,8
信義站,2018/11/15,5,14,11,11,14
信義站,2018/11/15,6,17,14,11,13
信義站,2018/11/15,7,9,17,14,11
信義站,2018/11/15,8,12,9,17,14
信義站,2018/11/15,9,12,12,9,10
信義站,2018/11/15,10,7,12,12,16
信義站,2018/11/15,11,7,7,12,15
信義站,2018/11/15,12,8,7,7,13
信義站,2018/11/15,13,6,8,7,11
信義站,2018/11/15,14,10,6,8,17
信義站,2018/11/15,15,10,10,6,15
信義站,2018/11/15,16,16,10,10,19
信義站,2018/11/15,17,11,16,10,15
信義站,2018/11/15,18,19,11,16,14
信義站,2018/11/15,19,16,19,11,13
信義站,2018/11/15,20,13,16,19,11
信義站,2018/11/15,22,15,13,16,13
信義站,2018/11/15,23,17,15,13,14
信義站,2018/11/16,0,11,17,15,16
信義站,2018/11/16,1,11,11,17,11
信義站,2018/11/16,2,10,11,11,11
信義站,2018/11/16,3,11,10,11,11
信義站,2018/11/16,4,10,11,10,11
信義站,2018/11/16,5,10,10,11,11
信義站,2018/11/16,6,18,10,10,14
信義站,2018/11/16,7,15,18,10,17
信義站,2018/11/16,8,20,15,18,9
信義站,2018/11/16,9,14,20,15,12
信義站,2018/11/16,10,30,14,20,12
信義站,2018/11/16,11,22,30,14,7
信義站,2018/11/16,12,20,22,30,7
信義站,2018/11/16,13,16,20,22,8
信義站,2018/11/16,14,8,16,20,6
信義站,2018/11/16,15,14,8,16,10
信義站,2018/11/16,16,12,14,8,10
信義站,2018/11/16,17,17,12,14,16
信義站,2018/11/16,18,16,17,12,11
信義站,2018/11/16,19,19,16,17,19
信義站,2018/11/16,20,14,19,16,16
信義站,2018/11/16,21,13,14,19,13
信義站,2018/11/16,22,8,13,14,15
信義站,2018/11/16,23,9,8,13,17
信義站,2018/11/17,0,8,9,8,11
信義站,2018/11/17,1,6,8,9,11
信義站,2018/11/17,2,10,6,8,10
信義站,2018/11/17,3,8,10,6,11
信義站,2018/11/17,4,5,8,10,10
信義站,2018/11/17,5,6,5,8,10
信義站,2018/11/17,6,10,6,5,18
信義站,2018/11/17,7,8,10,6,15
信義站,2018/11/17,8,5,8,10,20
信義站,2018/11/17,9,4,5,8,14
信義站,2018/11/17,10,2,4,5,30
信義站,2018/11/17,11,1,2,4,22
信義站,2018/11/17,12,3,1,2,20
信義站,2018/11/17,13,2,3,1,16
信義站,2018/11/17,14,2,2,3,8
信義站,2018/11/17,15,4,2,2,14
信義站,2018/11/17,16,5,4,2,12
信義站,2018/11/17,17,4,5,4,17
信義站,2018/11/17,18,5,4,5,16
信義站,2018/11/17,19,5,5,4,19
信義站,2018/11/17,20,1,5,5,14
信義站,2018/11/17,21,6,1,5,13
信義站,2018/11/17,22,6,6,1,8
信義站,2018/11/17,23,4,6,6,9
信義站,2018/11/18,0,4,4,6,8
信義站,2018/11/18,1,1,4,4,6
信義站,2018/11/18,2,0,1,4,10
信義站,2018/11/18,3,0,0,1,8
信義站,2018/11/18,4,4,0,0,5
信義站,2018/11/18,5,8,4,0,6
信義站,2018/11/18,6,5,8,4,10
信義站,2018/11/18,7,1,5,8,8
信義站,2018/11/18,8,4,1,5,5
信義站,2018/11/18,9,5,4,1,4
信義站,2018/11/18,10,6,5,4,2
信義站,2018/11/18,11,14,6,5,1
信義站,2018/11/18,12,8,14,6,3
信義站,2018/11/18,13,7,8,14,2
信義站,2018/11/18,14,16,7,8,2
信義站,2018/11/18,15,24,16,7,4
信義站,2018/11/18,16,19,24,16,5
信義站,2018/11/18,17,16,19,24,4
信義站,2018/11/18,18,12,16,19,5
信義站,2018/11/18,19,22,12,16,5
信義站,2018/11/18,20,23,22,12,1
信義站,2018/11/18,21,13,23,22,6
信義站,2018/11/18,22,19,13,23,6
信義站,2018/11/18,23,13,19,13,4
信義站,2018/11/19,0,12,13,19,4
信義站,2018/11/19,1,7,12,13,1
信義站,2018/11/19,2,3,7,12,0
信義站,2018/11/19,3,1,3,7,0
信義站,2018/11/19,4,0,1,3,4
信義站,2018/11/19,5,1,0,1,8
信義站,2018/11/19,6,4,1,0,5
信義站,2018/11/19,7,4,4,1,1
信義站,2018/11/19,8,5,4,4,4
信義站,2018/11/19,9,4,5,4,5
信義站,2018/11/19,10,5,4,5,6
信義站,2018/11/19,11,5,5,4,14
信義站,2018/11/19,12,5,5,5,8
信義站,2018/11/19,13,5,5,5,7
信義站,2018/11/19,14,6,5,5,16
信義站,2018/11/19,15,7,6,5,24
信義站,2018/11/19,16,7,7,6,19
信義站,2018/11/19,17,8,7,7,16
信義站,2018/11/19,18,6,8,7,12
信義站,2018/11/19,19,13,6,8,22
信義站,2018/11/19,20,11,13,6,23
信義站,2018/11/19,21,7,11,13,13
信義站,2018/11/19,22,3,7,11,19
信義站,2018/11/19,23,7,3,7,13
信義站,2018/11/20,0,8,7,3,12
信義站,2018/11/20,1,8,8,7,7
信義站,2018/11/20,2,5,8,8,3
信義站,2018/11/20,3,10,5,8,1
信義站,2018/11/20,4,8,10,5,0
信義站,2018/11/20,5,14,8,10,1
信義站,2018/11/20,6,8,14,8,4
信義站,2018/11/20,7,6,8,14,4
信義站,2018/11/20,8,10,6,8,5
信義站,2018/11/20,9,9,10,6,4
信義站,2018/11/20,10,8,9,10,5
信義站,2018/11/20,11,9,8,9,5
信義站,2018/11/20,12,15,9,8,5
信義站,2018/11/20,13,11,15,9,5
信義站,2018/11/20,14,10,11,15,6
信義站,2018/11/20,15,14,10,11,7
信義站,2018/11/20,16,12,14,10,7
信義站,2018/11/20,17,13,12,14,8
信義站,2018/11/20,18,11,13,12,6
信義站,2018/11/20,19,14,11,13,13
信義站,2018/11/20,20,12,14,11,11
信義站,2018/11/20,21,11,12,14,7
信義站,2018/11/20,22,8,11,12,3
信義站,2018/11/20,23,9,8,11,7
信義站,2018/11/21,0,10,9,8,8
信義站,2018/11/21,1,10,10,9,8
信義站,2018/11/21,2,8,10,10,5
信義站,2018/11/21,3,8,8,10,10
信義站,2018/11/21,4,15,8,8,8
信義站,2018/11/21,5,9,15,8,14
信義站,2018/11/21,6,6,9,15,8
信義站,2018/11/21,7,8,6,9,6
信義站,2018/11/21,8,6,8,6,10
信義站,2018/11/21,9,12,6,8,9
信義站,2018/11/21,10,16,12,6,8
信義站,2018/11/21,11,11,16,12,9
信義站,2018/11/21,12,16,11,16,15
信義站,2018/11/21,13,23,16,11,11
信義站,2018/11/21,14,27,23,16,10
信義站,2018/11/21,15,28,27,23,14
信義站,2018/11/21,16,32,28,27,12
信義站,2018/11/21,17,34,32,28,13
信義站,2018/11/21,18,27,34,32,11
信義站,2018/11/21,19,27,27,34,14
信義站,2018/11/21,20,17,27,27,12
信義站,2018/11/21,21,18,17,27,11
信義站,2018/11/21,22,12,18,17,8
信義站,2018/11/21,23,10,12,18,9
信義站,2018/11/22,0,7,10,12,10
信義站,2018/11/22,1,7,7,10,10
信義站,2018/11/22,2,8,7,7,8
信義站,2018/11/22,3,4,8,7,8
信義站,2018/11/22,4,7,4,8,15
信義站,2018/11/22,5,11,7,4,9
信義站,2018/11/22,6,18,11,7,6
信義站,2018/11/22,7,13,18,11,8
信義站,2018/11/22,8,13,13,18,6
信義站,2018/11/22,9,10,13,13,12
信義站,2018/11/22,10,10,10,13,16
信義站,2018/11/22,11,11,10,10,11
信義站,2018/11/22,12,16,11,10,16
信義站,2018/11/22,13,15,16,11,23
信義站,2018/11/22,14,15,15,16,27
信義站,2018/11/22,15,14,15,15,28
信義站,2018/11/22,16,18,14,15,32
信義站,2018/11/22,17,16,18,14,34
信義站,2018/11/22,18,10,16,18,27
信義站,2018/11/22,19,10,10,16,27
信義站,2018/11/22,20,10,10,10,17
信義站,2018/11/22,21,8,10,10,18
信義站,2018/11/22,22,15,8,10,12
信義站,2018/11/22,23,11,15,8,10
信義站,2018/11/23,0,10,11,15,7
信義站,2018/11/23,1,13,10,11,7
信義站,2018/11/23,2,11,13,10,8
信義站,2018/11/23,3,10,11,13,4
信義站,2018/11/23,4,9,10,11,7
信義站,2018/11/23,5,6,9,10,11
信義站,2018/11/23,6,13,6,9,18
信義站,2018/11/23,7,11,13,6,13
信義站,2018/11/23,8,14,11,13,13
信義站,2018/11/23,9,12,14,11,10
信義站,2018/11/23,10,13,12,14,10
信義站,2018/11/23,11,13,13,12,11
信義站,2018/11/23,12,13,13,13,16
信義站,2018/11/23,13,12,13,13,15
信義站,2018/11/23,14,8,12,13,15
信義站,2018/11/23,15,8,8,12,14
信義站,2018/11/23,16,11,8,8,18
信義站,2018/11/23,17,14,11,8,16
信義站,2018/11/23,18,14,14,11,10
信義站,2018/11/23,19,10,14,14,10
信義站,2018/11/23,20,7,10,14,10
信義站,2018/11/23,21,12,7,10,8
信義站,2018/11/23,22,12,12,7,15
信義站,2018/11/23,23,12,12,12,11
信義站,2018/11/24,0,7,12,12,10
信義站,2018/11/24,1,6,7,12,13
信義站,2018/11/24,2,7,6,7,11
信義站,2018/11/24,3,8,7,6,10
信義站,2018/11/24,4,5,8,7,9
信義站,2018/11/24,5,3,5,8,6
信義站,2018/11/24,6,6,3,5,13
信義站,2018/11/24,7,5,6,3,11
信義站,2018/11/24,8,9,5,6,14
信義站,2018/11/24,10,4,9,5,12
信義站,2018/11/24,11,9,4,9,13
信義站,2018/11/24,12,8,9,4,13
信義站,2018/11/24,13,10,8,9,13
信義站,2018/11/24,14,7,10,8,12
信義站,2018/11/24,15,6,7,10,8
信義站,2018/11/24,16,12,6,7,8
信義站,2018/11/24,17,15,12,6,11
信義站,2018/11/24,18,11,15,12,14
信義站,2018/11/24,19,15,11,15,14
信義站,2018/11/24,20,17,15,11,10
信義站,2018/11/24,21,19,17,15,7
信義站,2018/11/24,22,17,19,17,12
信義站,2018/11/24,23,6,17,19,12
信義站,2018/11/25,0,8,6,17,12
信義站,2018/11/25,1,10,8,6,7
信義站,2018/11/25,2,10,10,8,6
信義站,2018/11/25,3,10,10,10,7
信義站,2018/11/25,4,7,10,10,8
信義站,2018/11/25,5,12,7,10,5
信義站,2018/11/25,6,11,12,7,3
信義站,2018/11/25,7,17,11,12,6
信義站,2018/11/25,8,10,17,11,5
信義站,2018/11/25,9,7,10,17,9
信義站,2018/11/25,10,7,7,10,4
信義站,2018/11/25,11,9,7,7,9
信義站,2018/11/25,12,6,9,7,8
信義站,2018/11/25,13,6,6,9,10
信義站,2018/11/25,14,5,6,6,7
信義站,2018/11/25,15,6,5,6,6
信義站,2018/11/25,16,7,6,5,12
信義站,2018/11/25,17,5,7,6,15
信義站,2018/11/25,18,10,5,7,11
信義站,2018/11/25,19,16,10,5,15
信義站,2018/11/25,21,39,16,10,17
信義站,2018/11/25,22,42,39,16,19
信義站,2018/11/25,23,42,42,39,17
信義站,2018/11/26,1,15,42,42,6
信義站,2018/11/26,2,16,15,42,8
信義站,2018/11/26,3,16,16,15,10
信義站,2018/11/26,4,17,16,16,10
信義站,2018/11/26,5,14,17,16,10
信義站,2018/11/26,6,17,14,17,7
信義站,2018/11/26,7,15,17,14,12
信義站,2018/11/26,8,19,15,17,11
信義站,2018/11/26,9,14,19,15,17
信義站,2018/11/26,10,15,14,19,10
信義站,2018/11/26,11,16,15,14,7
信義站,2018/11/26,12,11,16,15,7
信義站,2018/11/26,13,11,11,16,9
信義站,2018/11/26,16,9,11,11,6
信義站,2018/11/26,17,6,9,11,6
信義站,2018/11/26,18,5,6,9,5
信義站,2018/11/26,19,1,5,6,6
信義站,2018/11/26,20,4,1,5,7
信義站,2018/11/26,21,3,4,1,5
信義站,2018/11/26,22,1,3,4,10
信義站,2018/11/26,23,1,1,3,16
信義站,2018/11/27,0,2,1,1,39
信義站,2018/11/27,1,1,2,1,42
信義站,2018/11/27,2,4,1,2,42
信義站,2018/11/27,3,6,4,1,15
信義站,2018/11/27,4,15,6,4,16
信義站,2018/11/27,5,11,15,6,16
信義站,2018/11/27,6,16,11,15,17
信義站,2018/11/27,7,11,16,11,14
信義站,2018/11/27,8,10,11,16,17
信義站,2018/11/27,9,5,10,11,15
信義站,2018/11/27,10,6,5,10,19
信義站,2018/11/27,11,8,6,5,14
信義站,2018/11/27,12,6,8,6,15
信義站,2018/11/27,13,7,6,8,16
信義站,2018/11/27,14,8,7,6,11
信義站,2018/11/27,15,8,8,7,11
信義站,2018/11/27,16,7,8,8,9
信義站,2018/11/27,17,7,7,8,6
信義站,2018/11/27,18,6,7,7,5
信義站,2018/11/27,19,12,6,7,1
信義站,2018/11/27,20,7,12,6,4
信義站,2018/11/27,21,8,7,12,3
信義站,2018/11/27,22,8,8,7,1
信義站,2018/11/27,23,8,8,8,1
信義站,2018/11/28,0,5,8,8,2
信義站,2018/11/28,1,3,5,8,1
信義站,2018/11/28,2,2,3,5,4
信義站,2018/11/28,3,5,2,3,6
信義站,2018/11/28,4,7,5,2,15
信義站,2018/11/28,5,3,7,5,11
信義站,2018/11/28,6,8,3,7,16
信義站,2018/11/28,8,10,8,3,11
信義站,2018/11/28,9,11,10,8,10
信義站,2018/11/28,10,13,11,10,5
信義站,2018/11/28,11,11,13,11,6
信義站,2018/11/28,12,12,11,13,8
信義站,2018/11/28,13,12,12,11,6
信義站,2018/11/28,14,13,12,12,7
信義站,2018/11/28,15,21,13,12,8
信義站,2018/11/28,16,23,21,13,8
信義站,2018/11/28,17,14,23,21,7
信義站,2018/11/28,18,23,14,23,7
信義站,2018/11/28,19,17,23,14,6
信義站,2018/11/28,20,23,17,23,12
信義站,2018/11/28,21,16,23,17,7
信義站,2018/11/28,22,19,16,23,8
信義站,2018/11/28,23,13,19,16,8
信義站,2018/11/29,0,10,13,19,8
信義站,2018/11/29,1,11,10,13,5
信義站,2018/11/29,2,10,11,10,3
信義站,2018/11/29,3,19,10,11,2
信義站,2018/11/29,4,13,19,10,5
信義站,2018/11/29,5,11,13,19,7
信義站,2018/11/29,6,12,11,13,3
信義站,2018/11/29,7,16,12,11,8
信義站,2018/11/29,8,15,16,12,10
信義站,2018/11/29,9,18,15,16,11
信義站,2018/11/29,10,16,18,15,13
信義站,2018/11/29,11,15,16,18,11
信義站,2018/11/29,12,12,15,16,12
信義站,2018/11/29,13,12,12,15,12
信義站,2018/11/29,14,14,12,12,13
信義站,2018/11/29,15,15,14,12,21
信義站,2018/11/29,16,15,15,14,23
信義站,2018/11/29,17,19,15,15,14
信義站,2018/11/29,18,21,19,15,23
信義站,2018/11/29,19,26,21,19,17
信義站,2018/11/29,20,17,26,21,23
信義站,2018/11/29,21,30,17,26,16
信義站,2018/11/29,22,27,30,17,19
信義站,2018/11/29,23,30,27,30,13
信義站,2018/11/30,0,25,30,27,10
信義站,2018/11/30,1,24,25,30,11
信義站,2018/11/30,2,22,24,25,10
信義站,2018/11/30,3,20,22,24,19
信義站,2018/11/30,4,23,20,22,13
信義站,2018/11/30,5,22,23,20,11
信義站,2018/11/30,6,20,22,23,12
信義站,2018/11/30,7,20,20,22,16
信義站,2018/11/30,8,16,20,20,15
信義站,2018/11/30,9,16,16,20,18
信義站,2018/11/30,10,9,16,16,16
信義站,2018/11/30,11,10,9,16,15
信義站,2018/11/30,12,8,10,9,12
信義站,2018/11/30,13,13,8,10,12
